EventID;Version;DetailedMessage;MinimumOSRequirement
4621;0;"Administrator recovered system from CrashOnAuditFail. Users who are not administrators will now be allowed to log on. Some auditable activity might not have been recorded.

Value of CrashOnAuditFail: %1

This event is logged after a system reboots following CrashOnAuditFail.";Windows Vista, Windows Server 2008
4622;0;"A security package has been loaded by the Local Security Authority.

Security Package Name: %1";Windows Vista, Windows Server 2008
4624;0;"An account was successfully logged on.

              Subject:
                  Security ID:        %1
                  Account Name:        %2
                  Account Domain:        %3
                  Logon ID:        %4

              Logon Type:            %9

              New Logon:
                  Security ID:        %5
                  Account Name:        %6
                  Account Domain:        %7
                  Logon ID:        %8
                  Logon GUID:        %13

              Process Information:
                  Process ID:        %17
                  Process Name:        %18

              Network Information:
                  Workstation Name:    %12
                  Source Network Address:    %19
                  Source Port:        %20

              Detailed Authentication Information:
                  Logon Process:        %10
                  Authentication Package:    %11
                  Transited Services:    %14
                  Package Name (NTLM only):    %15
                  Key Length:        %16

              This event is generated when a logon session is created. It is generated on the computer that was
              accessed.

              The subject fields indicate the account on the local system which requested the logon. This is most
              commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

              The logon type field indicates the kind of logon that occurred. The most common types are 2
              (interactive) and 3 (network).

              The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was
              logged on.

              The network fields indicate where a remote logon request originated. Workstation name is not always
              available and may be left blank in some cases.

              The impersonation level field indicates the extent to which a process in the logon session can
              impersonate.

              The authentication information fields provide detailed information about this specific logon request.
                  - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
                  - Transited services indicate which intermediate services have participated in this logon request.
                  - Package name indicates which sub-protocol was used among the NTLM protocols.
                  - Key length indicates the length of the generated session key. This will be 0 if no session key was
              requested.
";Windows Vista, Windows Server 2008
4624;1;"An account was successfully logged on.

              Subject:
                  Security ID:        %1
                  Account Name:        %2
                  Account Domain:        %3
                  Logon ID:        %4

              Logon Type:            %9

              Impersonation Level:        %21

              New Logon:
                  Security ID:        %5
                  Account Name:        %6
                  Account Domain:        %7
                  Logon ID:        %8
                  Logon GUID:        %13

              Process Information:
                  Process ID:        %17
                  Process Name:        %18

              Network Information:
                  Workstation Name:    %12
                  Source Network Address:    %19
                  Source Port:        %20

              Detailed Authentication Information:
                  Logon Process:        %10
                  Authentication Package:    %11
                  Transited Services:    %14
                  Package Name (NTLM only):    %15
                  Key Length:        %16

              This event is generated when a logon session is created. It is generated on the computer that was
              accessed.

              The subject fields indicate the account on the local system which requested the logon. This is most
              commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

              The logon type field indicates the kind of logon that occurred. The most common types are 2
              (interactive) and 3 (network).

              The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was
              logged on.

              The network fields indicate where a remote logon request originated. Workstation name is not always
              available and may be left blank in some cases.

              The impersonation level field indicates the extent to which a process in the logon session can
              impersonate.

              The authentication information fields provide detailed information about this specific logon request.
                  - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
                  - Transited services indicate which intermediate services have participated in this logon request.
                  - Package name indicates which sub-protocol was used among the NTLM protocols.
                  - Key length indicates the length of the generated session key. This will be 0 if no session key was
              requested.
";Windows 8, Windows Server 2012
4624;2;"An account was successfully logged on.

              Subject:
                  Security ID:        %1
                  Account Name:        %2
                  Account Domain:        %3
                  Logon ID:        %4

              Logon Information:
                  Logon Type:        %9
                  Restricted Admin Mode:    %22
                  Virtual Account:        %25
                  Elevated Token:        %27

              Impersonation Level:        %21

              New Logon:
                  Security ID:        %5
                  Account Name:        %6
                  Account Domain:        %7
                  Logon ID:        %8
                  Linked Logon ID:        %26
                  Network Account Name:    %23
                  Network Account Domain:    %24
                  Logon GUID:        %13

              Process Information:
                  Process ID:        %17
                  Process Name:        %18

              Network Information:
                  Workstation Name:    %12
                  Source Network Address:    %19
                  Source Port:        %20

              Detailed Authentication Information:
                  Logon Process:        %10
                  Authentication Package:    %11
                  Transited Services:    %14
                  Package Name (NTLM only):    %15
                  Key Length:        %16

              This event is generated when a logon session is created. It is generated on the computer that was
              accessed.

              The subject fields indicate the account on the local system which requested the logon. This is most
              commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

              The logon type field indicates the kind of logon that occurred. The most common types are 2
              (interactive) and 3 (network).

              The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was
              logged on.

              The network fields indicate where a remote logon request originated. Workstation name is not always
              available and may be left blank in some cases.

              The impersonation level field indicates the extent to which a process in the logon session can
              impersonate.

              The authentication information fields provide detailed information about this specific logon request.
                  - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
                  - Transited services indicate which intermediate services have participated in this logon request.
                  - Package name indicates which sub-protocol was used among the NTLM protocols.
                  - Key length indicates the length of the generated session key. This will be 0 if no session key was
              requested.
";Windows 10
4625;0;"An account failed to log on.

Subject:
        Security ID:            %1
        Account Name:           %2
        Account Domain:         %3
        Logon ID:               %4

Logon Type:                     %11

Account For Which Logon Failed:
        Security ID:            %5
        Account Name:           %6
        Account Domain:         %7

Failure Information:
        Failure Reason:         %9
        Status:                 %8
        Sub Status:             %10

Process Information:
        Caller Process ID:      %18
        Caller Process Name:    %19

Network Information:
        Workstation Name:       %14
        Source Network Address: %20
        Source Port:            %21

Detailed Authentication Information:
        Logon Process:          %12
        Authentication Package: %13
        Transited Services:     %15
        Package Name (NTLM only):       %16
        Key Length:             %17

This event is generated when a logon request fails. It is generated on the computer where access was attempted.

The Subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The Logon Type field indicates the kind of logon that was requested. The most common types are 2 (interactive) and 3 (network).

The Process Information fields indicate which account and process on the system requested the logon.

The Network Information fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The authentication information fields provide detailed information about this specific logon request.
        - Transited services indicate which intermediate services have participated in this logon request.
        - Package name indicates which sub-protocol was used among the NTLM protocols.
        - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.";Windows Vista, Windows Server 2008
4626;0;"User / Device claims information.

Subject:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Logon Type:   %9

New Logon:
 Security ID:  %5
 Account Name:  %6
 Account Domain:  %7
 Logon ID:  %8
 Event in sequence: %10 of %11

User Claims: %12
                        
Device Claims: %13
 
The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.
 
The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

This event is generated when the Audit User/Device claims subcategory is configured and the user's logon token contains user/device claims information. The Logon ID field can be used to correlate this event with the corresponding user logon event as well as to any other security audit events generated during this logon session.
";Windows 8, Windows Server 2012
4627;0;"Group membership information.

              Subject:
                  Security ID:        %1
                  Account Name:        %2
                  Account Domain:        %3
                  Logon ID:        %4

              Logon Type:            %9

              New Logon:
                  Security ID:        %5
                  Account Name:        %6
                  Account Domain:        %7
                  Logon ID:        %8

              Event in sequence:        %10 of %11

              Group Membership:            %12

              The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a
              local process such as Winlogon.exe or Services.exe.

              The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

              The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

              This event is generated when the Audit Group Membership subcategory is configured.  The Logon ID field can be used to correlate this event with the
              corresponding user logon event as well as to any other security audit events generated during this logon session.
";Windows 10
4634;0;"An account was logged off.

Subject:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Logon Type:   %5

This event is generated when a logon session is destroyed. It may be positively correlated with a logon event using the Logon ID value. Logon IDs are only unique between reboots on the same computer.";Windows Vista, Windows Server 2008
4646;0;%1;Windows Vista, Windows Server 2008
4647;0;"User initiated logoff.

Subject:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

This event is generated when a logoff is initiated but the token reference count is not zero and the logon session cannot be destroyed.  No further user-initiated activity can occur.  This event can be interpreted as a logoff event.";Windows Vista, Windows Server 2008
4648;0;"A logon was attempted using explicit credentials.

Subject:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4
 Logon GUID:  %5

Account Whose Credentials Were Used:
 Account Name:  %6
 Account Domain:  %7
 Logon GUID:  %8

Target Server:
 Target Server Name: %9
 Additional Information: %10

Process Information:
 Process ID:  %11
 Process Name:  %12

Network Information:
 Network Address: %13
 Port:   %14

This event is generated when a process attempts to log on an account by explicitly specifying that account’s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command.";Windows Vista, Windows Server 2008
4649;0;"A replay attack was detected.

Subject:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Credentials Which Were Replayed:
 Account Name:  %5
 Account Domain:  %6

Process Information:
 Process ID:  %12
 Process Name:  %13

Network Information:
 Workstation Name: %10

Detailed Authentication Information:
 Request Type:  %7
 Logon Process:  %8
 Authentication Package: %9
 Transited Services: %11

This event indicates that a Kerberos replay attack was detected- a request was received twice with identical information. This condition could be caused by network misconfiguration.";Windows Vista, Windows Server 2008
4650;0;"An IPsec Main Mode security association was established. Extended Mode was not enabled.  Certificate authentication was not used.

Local Endpoint:
 Principal Name: %1
 Network Address: %3
 Keying Module Port: %4

Remote Endpoint:
 Principal Name: %2
 Network Address: %5
 Keying Module Port: %6

Security Association Information:
 Lifetime (minutes): %12
 Quick Mode Limit: %13
 Main Mode SA ID: %17

Cryptographic Information:
 Cipher Algorithm: %9
 Integrity Algorithm: %10
 Diffie-Hellman Group: %11

Additional Information:
 Keying Module Name: %7
 Authentication Method: %8
 Role: %14
 Impersonation State: %15
 Main Mode Filter ID: %16";Windows Vista, Windows Server 2008
4651;0;"An IPsec Main Mode security association was established. Extended Mode was not enabled.  A certificate was used for authentication.

Local Endpoint:
 Principal Name: %1
 Network Address: %9
 Keying Module Port: %10

Local Certificate:
 SHA Thumbprint: %2
 Issuing CA:  %3
 Root CA:  %4

Remote Endpoint:
 Principal Name: %5
 Network Address: %11
 Keying Module Port: %12

Remote Certificate:
 SHA thumbprint:  %6
 Issuing CA:  %7
 Root CA:  %8

Cryptographic Information:
 Cipher Algorithm: %15
 Integrity Algorithm: %16
 Diffie-Hellman Group: %17

Security Association Information:
 Lifetime (minutes): %18
 Quick Mode Limit: %19
 Main Mode SA ID: %23

Additional Information:
 Keying Module Name: %13
 Authentication Method: %14
 Role: %20
 Impersonation State: %21
 Main Mode Filter ID: %22";Windows Vista, Windows Server 2008
4652;0;"An IPsec Main Mode negotiation failed.


Local Endpoint:
 Principal Name:  %1
 Network Address: %9
 Keying Module Port: %10

Local Certificate:
 SHA Thumbprint: %2
 Issuing CA:  %3
 Root CA:  %4

Remote Endpoint:
 Principal Name:  %5
 Network Address: %11
 Keying Module Port: %12

Remote Certificate:
 SHA thumbprint:  %6
 Issuing CA:  %7
 Root CA:  %8

Additional Information:
 Keying Module Name: %13
 Authentication Method: %16
 Role:   %18
 Impersonation State: %19
 Main Mode Filter ID: %20

Failure Information:
 Failure Point:  %14
 Failure Reason:  %15
 State:   %17
 Initiator Cookie:  %21
 Responder Cookie: %22";Windows Vista, Windows Server 2008
4653;0;"An IPsec Main Mode negotiation failed.

Local Endpoint:
 Local Principal Name: %1
 Network Address: %3
 Keying Module Port: %4

Remote Endpoint:
 Principal Name:  %2
 Network Address: %5
 Keying Module Port: %6

Additional Information:
 Keying Module Name: %7
 Authentication Method: %10
 Role:   %12
 Impersonation State: %13
 Main Mode Filter ID: %14

Failure Information:
 Failure Point:  %8
 Failure Reason:  %9
 State:   %11
 Initiator Cookie:  %15
 Responder Cookie: %16";Windows Vista, Windows Server 2008
4654;0;"An IPsec Quick Mode negotiation failed.

Local Endpoint:
 Network Address: %1
 Network Address mask: %2
 Port:   %3
 Tunnel Endpoint:  %4

Remote Endpoint:
 Network Address: %5
 Address Mask:  %6
 Port:   %7
 Tunnel Endpoint:  %8
 Private Address:  %10

Additional Information:
 Protocol:  %9
 Keying Module Name: %11
 Virtual Interface Tunnel ID:  %20
 Traffic Selector ID: %21
 Mode:   %14
 Role:   %16
 Quick Mode Filter ID: %18
 Main Mode SA ID: %19

Failure Information:
 State:   %15
 Message ID:  %17
 Failure Point:  %12
 Failure Reason:  %13

Note: Virtual Interface Tunnel ID and Traffic Selector ID data is available only on computers running Windows Server 2008 R2 or Windows 7.";Windows Vista, Windows Server 2008
4654;1;"An IPsec quick mode negotiation failed.

              Local Endpoint:
                  Network Address:    %1
                  Network Address mask:    %2
                  Port:            %3
                  Tunnel Endpoint:        %4

              Remote Endpoint:
                  Network Address:    %5
                  Address Mask:        %6
                  Port:            %7
                  Tunnel Endpoint:        %8
                  Private Address:        %10

              Additional Information:
                  Protocol:        %9
                  Keying Module Name:    %11
                  Virtual Interface Tunnel ID:    %20
                  Traffic Selector ID:    %21
                  Mode:            %14
                  Role:            %16
                  Quick Mode Filter ID:    %18
                  Main Mode SA ID:    %19

              Failure Information:
                  State:            %15
                  Message ID:        %17
                  Failure Point:        %12
                  Failure Reason:        %13";Windows 7, Windows Server 2008 R2
4655;0;"An IPsec Main Mode security association ended.

Local Network Address:  %1
Remote Network Address: %2
Keying Module Name:  %3
Main Mode SA ID:  %4";Windows Vista, Windows Server 2008
4656;0;"A handle to an object was requested.

Subject:
        Security ID:            %1
        Account Name:           %2
        Account Domain:         %3
        Logon ID:               %4

Object:
        Object Server:          %5
        Object Type:            %6
        Object Name:            %7
        Handle ID:              %8

Process Information:
        Process ID:             %14
        Process Name:           %15

Access Request Information:
        Transaction ID:         %9
        Accesses:               %10
        Access Mask:            %11
        Privileges Used for Access Check:       %12
        Restricted SID Count:   %13";Windows Vista, Windows Server 2008
4656;1;"A handle to an object was requested.

Subject:
        Security ID:            %1
        Account Name:           %2
        Account Domain:         %3
        Logon ID:               %4

Object:
        Object Server:          %5
        Object Type:            %6
        Object Name:            %7
        Handle ID:              %8
        Resource Attributes:    %17

Process Information:
        Process ID:             %15
        Process Name:           %16

Access Request Information:
        Transaction ID:         %9
        Accesses:               %10
        Access Reasons:         %11
        Access Mask:            %12
        Privileges Used for Access Check:       %13
        Restricted SID Count:   %14";Windows 7, Windows Server 2008 R2
4657;0;"A registry value was modified.

Subject:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Object:
 Object Name:  %5
 Object Value Name: %6
 Handle ID:  %7
 Operation Type:  %8

Process Information:
 Process ID:  %13
 Process Name:  %14

Change Information:
 Old Value Type:  %9
 Old Value:  %10
 New Value Type:  %11
 New Value:  %12";Windows Vista, Windows Server 2008
4658;0;"The handle to an object was closed.

Subject :
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Object:
 Object Server:  %5
 Handle ID:  %6

Process Information:
 Process ID:  %7
 Process Name:  %8";Windows Vista, Windows Server 2008
4659;0;"A handle to an object was requested with intent to delete.

Subject:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Object:
 Object Server: %5
 Object Type: %6
 Object Name: %7
 Handle ID: %8

Process Information:
 Process ID: %13

Access Request Information:
 Transaction ID: %9
 Accesses: %10
 Access Mask: %11
 Privileges Used for Access Check: %12";Windows Vista, Windows Server 2008
4660;0;"An object was deleted.

Subject:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Object:
 Object Server: %5
 Handle ID: %6

Process Information:
 Process ID: %7
 Process Name: %8
 Transaction ID: %9";Windows Vista, Windows Server 2008
4661;0;"A handle to an object was requested.

Subject :
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Object:
 Object Server: %5
 Object Type: %6
 Object Name: %7
 Handle ID: %8

Process Information:
 Process ID: %15
 Process Name: %16

Access Request Information:
 Transaction ID: %9
 Accesses: %10
 Access Mask: %11
 Privileges Used for Access Check: %12
 Properties: %13
 Restricted SID Count: %14";Windows Vista, Windows Server 2008
4661;1;"A handle to an object was requested.

              Subject :
                  Security ID:        %1
                  Account Name:        %2
                  Account Domain:        %3
                  Logon ID:        %4

              Object:
                  Object Server:    %5
                  Object Type:    %6
                  Object Name:    %7
                  Handle ID:    %8

              Process Information:
                  Process ID:    %16
                  Process Name:    %17

              Access Request Information:
                  Transaction ID:    %9
                  Accesses:    %10
                  Access Reasons:        %11
                  Access Mask:    %12
                  Privileges Used for Access Check:    %13
                  Properties:    %14
                  Restricted SID Count:    %15
";Windows 7, Windows Server 2008 R2
4662;0;"An operation was performed on an object.

Subject :
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Object:
 Object Server:  %5
 Object Type:  %6
 Object Name:  %7
 Handle ID:  %9

Operation:
 Operation Type:  %8
 Accesses:  %10
 Access Mask:  %11
 Properties:  %12

Additional Information:
 Parameter 1:  %13
 Parameter 2:  %14";Windows Vista, Windows Server 2008
4663;0;"An attempt was made to access an object.

              Subject:
                  Security ID:        %1
                  Account Name:        %2
                  Account Domain:        %3
                  Logon ID:        %4

              Object:
                  Object Server:    %5
                  Object Type:    %6
                  Object Name:    %7
                  Handle ID:    %8

              Process Information:
                  Process ID:    %11
                  Process Name:    %12

              Access Request Information:
                  Accesses:    %9
                  Access Mask:    %10
";Windows Vista, Windows Server 2008
4663;1;"An attempt was made to access an object.

              Subject:
                  Security ID:        %1
                  Account Name:        %2
                  Account Domain:        %3
                  Logon ID:        %4

              Object:
                  Object Server:        %5
                  Object Type:        %6
                  Object Name:        %7
                  Handle ID:        %8
                  Resource Attributes:    %13

              Process Information:
                  Process ID:        %11
                  Process Name:        %12

              Access Request Information:
                  Accesses:        %9
                  Access Mask:        %10
";Windows 8, Windows Server 2012
4664;0;"An attempt was made to create a hard link.

Subject:
 Account Name:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Link Information:
 File Name: %5
 Link Name: %6
 Transaction ID: %7";Windows Vista, Windows Server 2008
4665;0;"An attempt was made to create an application client context.

Subject:
 Client Name:  %3
 Client Domain:  %4
 Client Context ID: %5

Application Information:
 Application Name: %1
 Application Instance ID: %2

Status: %6";Windows Vista, Windows Server 2008
4666;0;"An application attempted an operation.

Subject:
 Client Name:  %5
 Client Domain:  %6
 Client Context ID: %7

Object:
 Object Name:  %3
 Scope Names:  %4

Application Information:
 Application Name: %1
 Application Instance ID: %2

Access Request Information:
 Role:   %8
 Groups:   %9
 Operation Name: %10 (%11)";Windows Vista, Windows Server 2008
4667;0;"An application client context was deleted.

Subject:
 Client Name:  %3
 Client Domain:  %4
 Client Context ID: %5

Application Information:
 Application Name: %1
 Application Instance ID: %2";Windows Vista, Windows Server 2008
4668;0;"A new process has been created.

              Subject:
                  Security ID:        %1
                  Account Name:        %2
                  Account Domain:        %3
                  Logon ID:        %4

              Process Information:
                  New Process ID:        %5
                  New Process Name:    %6
                  Token Elevation Type:    %7
                  Creator Process ID:    %8

              Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

              Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is
              the built-in Administrator account or a service account.

              Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user
              chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require
              administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

              Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account
              Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as
              administrator.
";Windows Vista, Windows Server 2008
4668;1;"A new process has been created.

              Subject:
                  Security ID:        %1
                  Account Name:        %2
                  Account Domain:        %3
                  Logon ID:        %4

              Process Information:
                  New Process ID:        %5
                  New Process Name:    %6
                  Token Elevation Type:    %7
                  Creator Process ID:    %8
                  Process Command Line:    %9

              Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

              Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is
              the built-in Administrator account or a service account.

              Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user
              chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require
              administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

              Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account
              Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as
              administrator.
";Windows 8.1, Windows Server 2012 R2
4668;2;"A new process has been created.

              Creator Subject:
                  Security ID:        %1
                  Account Name:        %2
                  Account Domain:        %3
                  Logon ID:        %4

              Target Subject:
                  Security ID:        %10
                  Account Name:        %11
                  Account Domain:        %12
                  Logon ID:        %13

              Process Information:
                  New Process ID:        %5
                  New Process Name:    %6!S!
                  Token Elevation Type:    %7
                  Mandatory Label:        %15
                  Creator Process ID:    %8
                  Creator Process Name:    %14!S!
                  Process Command Line:    %9!S!

              Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

              Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is
              the built-in Administrator account or a service account.

              Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user
              chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require
              administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

              Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account
              Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as
              administrator.
";Windows 10
4670;0;"Permissions on an object were changed.

Subject:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Object:
 Object Server: %5
 Object Type: %6
 Object Name: %7
 Handle ID: %8

Process:
 Process ID: %11
 Process Name: %12

Permissions Change:
 Original Security Descriptor: %9
 New Security Descriptor: %10";Windows Vista, Windows Server 2008
4671;0;"An application attempted to access a blocked ordinal through the TBS.

Subject:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Ordinal: %5";Windows Vista, Windows Server 2008
4672;0;"Special privileges assigned to new logon.

Subject:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Privileges:  %5";Windows Vista, Windows Server 2008
4673;0;"A privileged service was called.

Subject:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Service:
 Server: %5
 Service Name: %6

Process:
 Process ID: %8
 Process Name: %9

Service Request Information:
 Privileges:  %7";Windows Vista, Windows Server 2008
4674;0;"An operation was attempted on a privileged object.

Subject:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Object:
 Object Server: %5
 Object Type: %6
 Object Name: %7
 Object Handle: %8

Process Information:
 Process ID: %11
 Process Name: %12

Requested Operation:
 Desired Access: %9
 Privileges:  %10";Windows Vista, Windows Server 2008
4675;0;"SIDs were filtered.

Target Account:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3

Trust Information:
 Trust Direction: %4
 Trust Attributes: %5
 Trust Type: %6
 TDO Domain SID: %7

Filtered SIDs: %8";Windows Vista, Windows Server 2008
4688;0;"A new process has been created.

Subject:
 Security ID:  %1
 Account Name:  %2
 Account Domain:  %3
 Logon ID:  %4

Process Information:
 New Process ID:  %5
 New Process Name: %6
 Token Elevation Type: %7
 Creator Process ID: %8

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.";Windows Vista, Windows Server 2008
